# wavelength [micron], T [1], R_f [1], R_b [1]
1.574148296593186558e+00,7.597229752203876925e-03,4.094359868551194492e-01,8.380509083727765152e-01
1.578557114228457126e+00,7.610566873662606702e-03,4.077410716365794663e-01,8.390338450520220537e-01
1.582965931863727693e+00,7.620725508855861162e-03,4.057373665250233463e-01,8.399890541007276612e-01
1.587374749498998261e+00,7.633072972641199647e-03,4.033476514292433368e-01,8.409290655902740275e-01
1.591783567134268829e+00,7.645725467033103948e-03,4.006023141695567169e-01,8.418576223226635902e-01
1.596192384769539396e+00,7.654217889681774051e-03,3.975588473113660926e-01,8.427736040971586240e-01
1.600601202404809742e+00,7.663012991817597097e-03,3.941435075996824744e-01,8.436775550088994047e-01
1.605010020040080310e+00,7.657355673493141703e-03,3.901926947379470434e-01,8.445575733262197238e-01
1.609418837675350877e+00,7.652415845126527873e-03,3.859022720777541271e-01,8.454286479524073528e-01
1.613827655310621445e+00,7.630768438314069514e-03,3.812976129087116139e-01,8.462708204154859581e-01
1.618236472945892013e+00,7.609802890363393836e-03,3.763968412343522418e-01,8.470976350966727964e-01
1.622645290581162580e+00,7.567779577706465303e-03,3.711478770218599732e-01,8.478868811293924779e-01
1.627054108216433148e+00,7.512017431903726498e-03,3.655493937153088679e-01,8.486531945763584606e-01
1.631462925851703716e+00,7.444291457444263474e-03,3.596076273913328958e-01,8.493981087786887096e-01
1.635871743486974061e+00,7.350040475660092436e-03,3.533074028370404851e-01,8.501119071868411536e-01
1.640280561122244629e+00,7.252535589033750653e-03,3.466578282592046589e-01,8.508158582243544599e-01
1.644689378757515197e+00,7.087741446245926329e-03,3.396222183343990952e-01,8.514520224372480461e-01
1.649098196392785765e+00,6.930003573845994712e-03,3.322716509225851489e-01,8.520880955527251333e-01
1.653507014028056332e+00,6.699341782660342935e-03,3.245333882172263817e-01,8.526530384505659477e-01
1.657915831663326900e+00,6.459979596954191182e-03,3.164696215795166911e-01,8.532087805567338812e-01
1.662324649298597468e+00,6.175297077537420659e-03,3.081002530174933307e-01,8.537033596364016486e-01
1.666733466933868035e+00,5.860498099128082922e-03,2.994535629262297660e-01,8.541738449053706272e-01
1.671142284569138603e+00,5.549200567218543628e-03,2.905495096290524604e-01,8.546510672313114565e-01
1.675551102204408949e+00,5.212345607346278477e-03,2.813959588056156869e-01,8.551131301456850187e-01
1.679959919839679516e+00,4.902069747791875515e-03,2.720510182353068629e-01,8.556186683276635341e-01
1.684368737474950084e+00,4.570434849308351033e-03,2.625477188592353905e-01,8.561138646593169366e-01
1.688777555110220652e+00,4.265847127987196057e-03,2.529062070026881215e-01,8.566340149242742674e-01
1.693186372745491219e+00,3.858555547341375406e-03,2.431166547185721616e-01,8.570941274407862798e-01
1.697595190380761787e+00,3.456472666703762874e-03,2.332832476752995654e-01,8.575716104482424829e-01
1.702004008016032355e+00,2.971304382266982957e-03,2.233725245178550256e-01,8.580190292958423948e-01
1.706412825651302922e+00,2.438705722820862839e-03,2.134566052621345578e-01,8.584606328215299564e-01
1.710821643286573268e+00,1.947394877899847080e-03,2.036727229836488295e-01,8.589538624633419328e-01
1.715230460921843836e+00,1.358866899801515005e-03,1.940032733027349798e-01,8.594541117394367546e-01
1.719639278557114404e+00,9.555722879901945360e-04,1.845834020533830278e-01,8.600414068386872390e-01
1.724048096192384971e+00,8.327813237878981803e-04,1.755302964067096128e-01,8.606929195112793529e-01
1.728456913827655539e+00,7.394162011565668909e-04,1.667821277794530876e-01,8.613473369083737285e-01
1.732865731462926107e+00,7.925681159095278577e-04,1.584137029927641938e-01,8.620189296064660889e-01
1.737274549098196674e+00,9.393709601167020981e-04,1.504799708972612837e-01,8.627028592851858635e-01
1.741683366733467242e+00,1.048773143315867660e-03,1.430085304593809170e-01,8.633781090410680426e-01
1.746092184368737810e+00,1.063455167844870207e-03,1.360245553686916797e-01,8.640290540183666046e-01
1.750501002004008155e+00,1.072659011883657799e-03,1.295800602236519827e-01,8.646805481682970917e-01
1.754909819639278723e+00,1.046206077610200430e-03,1.237112864255807132e-01,8.653214770151328450e-01
1.759318637274549291e+00,1.018781061305212496e-03,1.185130543939546255e-01,8.659569690193741343e-01
1.763727454909819858e+00,1.097360944901722320e-03,1.139979356715745823e-01,8.666124702083942699e-01
1.768136272545090426e+00,1.202965205634191166e-03,1.101677076505542668e-01,8.672727221366336448e-01
1.772545090180360994e+00,1.311379444313378294e-03,1.070674018568509994e-01,8.679285884600934642e-01
1.776953907815631561e+00,1.423646992416634748e-03,1.047628537220513106e-01,8.685730835981867459e-01
1.781362725450902129e+00,1.515302550226743997e-03,1.032452408613640515e-01,8.692104017653061732e-01
1.785771543086172697e+00,1.543767986899545735e-03,1.024355974132499375e-01,8.698221230422812367e-01
1.790180360721443042e+00,1.569166035914156942e-03,1.023448037521446918e-01,8.704294620965387086e-01
1.794589178356713610e+00,1.545163665911169527e-03,1.029708520611333916e-01,8.710129700618183257e-01
1.798997995991984178e+00,1.520457866203710770e-03,1.041992672012523047e-01,8.715868397987949212e-01
1.803406813627254746e+00,1.491294281418735100e-03,1.060690334847453065e-01,8.721525563490201138e-01
1.807815631262525313e+00,1.459978457273936612e-03,1.086259625048419386e-01,8.727131742413117843e-01
1.812224448897795881e+00,1.439410160556235099e-03,1.118437420757147222e-01,8.732747962569400446e-01
1.816633266533066449e+00,1.429289736993969362e-03,1.156530754647419890e-01,8.738376605051284551e-01
1.821042084168337016e+00,1.421948126928818720e-03,1.199979833993945616e-01,8.743982651470063594e-01
1.825450901803607362e+00,1.425464177738990611e-03,1.248312046980514095e-01,8.749613496471116969e-01
1.829859719438877930e+00,1.427832274130970934e-03,1.301319012754788285e-01,8.755214743344488237e-01
1.834268537074148497e+00,1.440309151351990913e-03,1.358500212832266518e-01,8.760848504766785005e-01
1.838677354709419065e+00,1.452573633675265227e-03,1.419778965969969720e-01,8.766462440638913556e-01
1.843086172344689633e+00,1.464855855584771801e-03,1.484079460636205661e-01,8.772056842534733390e-01
1.847494989979960200e+00,1.476604678549020642e-03,1.550622251883341796e-01,8.777630251193244693e-01
1.851903807615230768e+00,1.483419918301382995e-03,1.619249796472069236e-01,8.783131898623089961e-01
1.856312625250501336e+00,1.484168449609766420e-03,1.690056845592526336e-01,8.788571274735677008e-01
1.860721442885771904e+00,1.482409146687839246e-03,1.762783967647188754e-01,8.793972859116765406e-01
1.865130260521042249e+00,1.468524961696546314e-03,1.837543724858158867e-01,8.799257610353110604e-01
1.869539078156312817e+00,1.453416782805541001e-03,1.914748725784655992e-01,8.804514561991728661e-01
1.873947895791583385e+00,1.419597237572845384e-03,1.993241031916609951e-01,8.809573931776442102e-01
1.878356713426853952e+00,1.385126433490597997e-03,2.071462004710540039e-01,8.814578663171651618e-01
1.882765531062124520e+00,1.337766903505189500e-03,2.149310207839927600e-01,8.819415734961475462e-01
1.887174348697395088e+00,1.284152779321268752e-03,2.226855571426952507e-01,8.824138018737324174e-01
1.891583166332665655e+00,1.232726003137055463e-03,2.304284395466162649e-01,8.828827540138413088e-01
1.895991983967936223e+00,1.183438282445814331e-03,2.381669994390488154e-01,8.833484731863199269e-01
1.900400801603206569e+00,1.136557037580172109e-03,2.458463036823721193e-01,8.838114032408384002e-01
1.904809619238477136e+00,1.095039950590348966e-03,2.532859827427630939e-01,8.842674915615701403e-01
1.909218436873747704e+00,1.055188449490081747e-03,2.607048732103826039e-01,8.847189560568247124e-01
1.913627254509018272e+00,1.018057049397299131e-03,2.679864313863680181e-01,8.851682136968124226e-01
1.918036072144288839e+00,9.826162392343883341e-04,2.751987353861554131e-01,8.856145360569537273e-01
1.922444889779559407e+00,9.456253674083090312e-04,2.823810411816828903e-01,8.860544239074515938e-01
1.926853707414829975e+00,9.078255312017737737e-04,2.895507041346859212e-01,8.864886854669671301e-01
1.931262525050100543e+00,8.710331540282344014e-04,2.966795961570840579e-01,8.869193637377057460e-01
1.935671342685371110e+00,8.346302077740291522e-04,3.036727235411306181e-01,8.873455502114023785e-01
1.940080160320641456e+00,8.001221044504707412e-04,3.104293190536037694e-01,8.877739360022625092e-01
1.944488977955912024e+00,7.785365340972560336e-04,3.170764498175828172e-01,8.882185354067755334e-01
1.948897795591182591e+00,7.579890819869679244e-04,3.235780362145933009e-01,8.886601072118962552e-01
1.953306613226453159e+00,7.394236026184534136e-04,3.298773528437321523e-01,8.891002735622686171e-01
1.957715430861723727e+00,7.218808956904508925e-04,3.360353334833345307e-01,8.895380419349875334e-01
1.962124248496994294e+00,7.029225074615468808e-04,3.420557069814516571e-01,8.899617183257464426e-01
1.966533066132264862e+00,6.825716990104546428e-04,3.479438580684949822e-01,8.903772627358418346e-01
1.970941883767535430e+00,6.624516376321073693e-04,3.537352059222673706e-01,8.907889805587790866e-01
1.975350701402805775e+00,6.410155986920171734e-04,3.594248693593970478e-01,8.911942592606231228e-01
1.979759519038076343e+00,6.204455512520348640e-04,3.650428515630331772e-01,8.915967759552261285e-01
1.984168336673346911e+00,5.966670646568727901e-04,3.705419167006746561e-01,8.919891858857376121e-01
1.988577154308617478e+00,5.737544737493006355e-04,3.758808236999481855e-01,8.923786603740413437e-01
1.992985971943888046e+00,5.494089350922698196e-04,3.809672055570531568e-01,8.927605561379849952e-01
1.997394789579158614e+00,5.251700561839286454e-04,3.859024605884294190e-01,8.931378806198067011e-01
2.001803607214429181e+00,5.040249955368974371e-04,3.908051830982977592e-01,8.935179416945377984e-01
2.006212424849699527e+00,4.864340201877512086e-04,3.957226837915525097e-01,8.939025240595595001e-01
2.010621242484970317e+00,4.707079589931224394e-04,4.006404018134470668e-01,8.942867710443679341e-01
2.015030060120240663e+00,4.622103925823698323e-04,4.054960652207679206e-01,8.946823838180462118e-01
2.019438877755511008e+00,4.541119081072847799e-04,4.102594534825007022e-01,8.950755426221830291e-01
2.023847695390781798e+00,4.455090068058905066e-04,4.148851726759776870e-01,8.954552892292992894e-01
2.028256513026052144e+00,4.370264374716562581e-04,4.192106252323057336e-01,8.958322559330001988e-01
2.032665330661322933e+00,4.260352507098132168e-04,4.233656531696110559e-01,8.962000322049618051e-01
2.037074148296593279e+00,4.136870356233865497e-04,4.274440965477025456e-01,8.965609588365217597e-01
2.041482965931864069e+00,4.020082206524081057e-04,4.314297010479979377e-01,8.969198436662447760e-01
2.045891783567134414e+00,3.911283844120344577e-04,4.352715521920282882e-01,8.972769990210661684e-01
2.050300601202404760e+00,3.806488413329765720e-04,4.389977504372986061e-01,8.976317511584341879e-01
2.054709418837675550e+00,3.705453025291933849e-04,4.426539018325558739e-01,8.979841517656739214e-01
2.059118236472945895e+00,3.607704251667940274e-04,4.462876823507916368e-01,8.983342577707968957e-01
2.063527054108216685e+00,3.529880712471027701e-04,4.498479404383088354e-01,8.986867838493330929e-01
2.067935871743487031e+00,3.458487243424635590e-04,4.533224906707087887e-01,8.990381902781355850e-01
2.072344689378757820e+00,3.379543269953026990e-04,4.566889207167504905e-01,8.993841521413111773e-01
2.076753507014028166e+00,3.294975392609320714e-04,4.599724465060633372e-01,8.997250890555720249e-01
2.081162324649298956e+00,3.201067877487169121e-04,4.632109049858521566e-01,9.000599354647752515e-01
2.085571142284569301e+00,3.077217413985830464e-04,4.663879238418685014e-01,9.003816812472555942e-01
2.089979959919839647e+00,2.958938227899336054e-04,4.694846672410228905e-01,9.007005533437374423e-01
2.094388777555110437e+00,2.843635596272931160e-04,4.725543516840480240e-01,9.010169536606905671e-01
2.098797595190380783e+00,2.733584874945358084e-04,4.755467293209886814e-01,9.013317485898794112e-01
2.103206412825651572e+00,2.625010367443899196e-04,4.784831008198791591e-01,9.016437679932430838e-01
2.107615230460921918e+00,2.520971647888048438e-04,4.813444175478541198e-01,9.019537909362832506e-01
2.112024048096192708e+00,2.414287297653974914e-04,4.841481748052803291e-01,9.022595294540257660e-01
2.116432865731463053e+00,2.303950266097588764e-04,4.869032176994540495e-01,9.025609231248795661e-01
2.120841683366733843e+00,2.189789487633783162e-04,4.895942836500857265e-01,9.028581242694657671e-01
2.125250501002004189e+00,2.044345851045974779e-04,4.922612370265355142e-01,9.031421431377879561e-01
2.129659318637274534e+00,1.910087439272324769e-04,4.948599203524622903e-01,9.034273030818613659e-01
2.134068136272545324e+00,1.810850296287355732e-04,4.972537451250176321e-01,9.037213237558477941e-01
2.138476953907815670e+00,1.719451723280529857e-04,4.995141957955046563e-01,9.040152987562548592e-01
2.142885771543086459e+00,1.714825737650895127e-04,5.017215288542363760e-01,9.043346697120376865e-01
2.147294589178356805e+00,1.755947006813725960e-04,5.038766173150993621e-01,9.046677958755811044e-01
2.151703406813627595e+00,1.793319091222285563e-04,5.060528581338571419e-01,9.049989133490289328e-01
2.156112224448897940e+00,1.822607144595623466e-04,5.083007824243199746e-01,9.053235424197982883e-01
2.160521042084168730e+00,1.847829484758498964e-04,5.104802192666739735e-01,9.056434440734494329e-01
2.164929859719439076e+00,1.832635444520964952e-04,5.126132553604190178e-01,9.059457203742499187e-01
2.169338677354709422e+00,1.817742145176244194e-04,5.146255377175544821e-01,9.062462676919632587e-01
2.173747494989980211e+00,1.778053983306060579e-04,5.165957779419807494e-01,9.065344770750662917e-01
2.178156312625250557e+00,1.735125828766107621e-04,5.185167977157860708e-01,9.068190964894577988e-01
2.182565130260521347e+00,1.690895769084843701e-04,5.204169382362275886e-01,9.071008822454392773e-01
2.186973947895791692e+00,1.646202446551702338e-04,5.222431145342697478e-01,9.073802239830529581e-01
2.191382765531062482e+00,1.595166494255193380e-04,5.239827292764421829e-01,9.076545994057000355e-01
2.195791583166332828e+00,1.529903086766955429e-04,5.257134412443809079e-01,9.079205218403060274e-01
2.200200400801603173e+00,1.466067275020787057e-04,5.273906798166787535e-01,9.081848499618117021e-01
2.204609218436873963e+00,1.371216416449178119e-04,5.289890269018698854e-01,9.084337934881454579e-01
2.209018036072144309e+00,1.284040340089013935e-04,5.305425026272538869e-01,9.086840449243392959e-01
2.213426853707415098e+00,1.184522028176605309e-04,5.320847780304769348e-01,9.089276199650689891e-01
2.217835671342685444e+00,1.089157248348666983e-04,5.335876873077780580e-01,9.091716879457681921e-01
2.222244488977956234e+00,9.788746494278417645e-05,5.350807596808796474e-01,9.094093364683788483e-01
2.226653306613226579e+00,8.615826715257004218e-05,5.365905465339764202e-01,9.096446082670274214e-01
2.231062124248497369e+00,7.512293320175900840e-05,5.381018890802655719e-01,9.098778428669723750e-01
2.235470941883767715e+00,6.330480661793837921e-05,5.395743419448290057e-01,9.101083190322624139e-01
2.239879759519038060e+00,5.350071917374099888e-05,5.409535249371890675e-01,9.103457115179869330e-01
2.244288577154308850e+00,3.177592066624716457e-05,5.421947827610369419e-01,9.105633911886433784e-01
2.248697394789579196e+00,1.886944376835698677e-05,5.434389540606461289e-01,9.108055021773650006e-01
2.253106212424849986e+00,1.211894605501176530e-05,5.446690116684015370e-01,9.110562906816784823e-01
2.257515030060120331e+00,8.047541650528678710e-06,5.458877472413065091e-01,9.113085890376687592e-01
2.261923847695391121e+00,5.269578287276629130e-06,5.471009348862025945e-01,9.115605081839033286e-01
2.266332665330661467e+00,3.386504686308081078e-06,5.483146790696721284e-01,9.118114936247424529e-01
2.270741482965932256e+00,2.101648855700679423e-06,5.495219041312008335e-01,9.120612812038688677e-01
2.275150300601202602e+00,1.089458339489659661e-06,5.506588901793525448e-01,9.123097457078866990e-01
2.279559118236472948e+00,5.662583138738421335e-07,5.516512291423434355e-01,9.125568669150637691e-01
2.283967935871743737e+00,1.865741661214489408e-07,5.526285585029833136e-01,9.128026159665043604e-01
2.288376753507014083e+00,5.867226727022323674e-08,5.536365844601216502e-01,9.130469975348919354e-01
2.292785571142284873e+00,1.427271451486076108e-08,5.546774946813914919e-01,9.132900103992616092e-01
2.297194388777555218e+00,2.999247631642224777e-09,5.557603124552612517e-01,9.135316607086823026e-01
2.301603206412825564e+00,9.110564898834284691e-10,5.568039438270420138e-01,9.137719582096944793e-01
2.306012024048096354e+00,5.236095414851935176e-10,5.577070453218957446e-01,9.140109168056802513e-01
2.310420841683366699e+00,3.547785553177451613e-10,5.585325845073021434e-01,9.142471372160638765e-01
2.314829659318637489e+00,1.114976938481148358e-09,5.593067093988451921e-01,9.144816440859855344e-01
2.319238476953907835e+00,3.489403382704646644e-09,5.600967362457929255e-01,9.147148594520811971e-01
2.323647294589178625e+00,6.052305735612080033e-09,5.608870116382668192e-01,9.149467929151278156e-01
2.328056112224448970e+00,9.271912362600059712e-09,5.616478879885219433e-01,9.151774666600287489e-01
2.332464929859719316e+00,8.348779196060921198e-09,5.623879835040971331e-01,9.154068888246710278e-01
2.336873747494990106e+00,4.956301029869600120e-09,5.631301829740811282e-01,9.156350623155513624e-01
2.341282565130260451e+00,2.858491591344358716e-09,5.638806259356844430e-01,9.158619932515456030e-01
2.345691382765531241e+00,1.532175695158284453e-09,5.646135679734466395e-01,9.160876941810190965e-01
2.350100200400801587e+00,8.381624441839622987e-10,5.652903857571052182e-01,9.163121746862862294e-01
2.354509018036072376e+00,9.952630864138455633e-10,5.659516710226477620e-01,9.165354424303390202e-01
2.358917835671342722e+00,1.181422825123915493e-09,5.666155903258968118e-01,9.167575093224756833e-01
2.363326653306613512e+00,1.446501440366701907e-09,5.672739379369959867e-01,9.169783853408246532e-01
2.367735470941883857e+00,1.787884007832709773e-09,5.678992253786486755e-01,9.171980803887808120e-01
2.372144288577154203e+00,1.739592173175430500e-09,5.684966345037364421e-01,9.174166137921145880e-01
2.376553106212424993e+00,1.316669235177193014e-09,5.690884263335953541e-01,9.176339946554427085e-01
2.380961923847695338e+00,1.047630264750608635e-09,5.696848451040779082e-01,9.178502193884974236e-01
2.385370741482966128e+00,9.932397969901311979e-10,5.702699150229817437e-01,9.180652985073833872e-01
2.389779559118236474e+00,9.418980698983853174e-10,5.708186663304597452e-01,9.182792432806573535e-01
2.394188376753507264e+00,9.863781213043527358e-10,5.713590135148298721e-01,9.184887915422214055e-01
2.398597194388777609e+00,1.038309858940339141e-09,5.719147175463745736e-01,9.186936285505250543e-01
2.403006012024048399e+00,1.258726036880497177e-09,5.723569417605043341e-01,9.188974106962770616e-01
2.407414829659318745e+00,1.628686231216898326e-09,5.727234040438722307e-01,9.191001418554519686e-01
2.411823647294589090e+00,2.069835781921021278e-09,5.730689281123945156e-01,9.193018359665265926e-01
2.416232464929859880e+00,2.565611923625229118e-09,5.734157246010320730e-01,9.195025110522695444e-01
2.420641282565130226e+00,3.149636245369401507e-09,5.737771488930203390e-01,9.197021658013744272e-01
2.425050100200401015e+00,3.665667354191596515e-09,5.741312961796199987e-01,9.199008014097096453e-01
2.429458917835671361e+00,4.264162349408602890e-09,5.744469660587391280e-01,9.200984302066335108e-01
2.433867735470942151e+00,5.622892835048389365e-09,5.747553349698264480e-01,9.202950561697704757e-01
2.438276553106212496e+00,7.538986267618265743e-09,5.750105819119963879e-01,9.204906861572562660e-01
2.442685370741483286e+00,1.014023745948814269e-08,5.752399616265332360e-01,9.206853313843766928e-01
2.447094188376753632e+00,1.366271454229935264e-08,5.754412354470247459e-01,9.208789974465270145e-01
2.451503006012023977e+00,1.847711732766341441e-08,5.756229629001994308e-01,9.210716900503891358e-01
2.455911823647294767e+00,2.518772161122194004e-08,5.758285387229107322e-01,9.212634238389646457e-01
2.460320641282565113e+00,3.405153092584301208e-08,5.760816311791385758e-01,9.214542194626063054e-01
2.464729458917835903e+00,4.187849321166622241e-08,5.763165967010007718e-01,9.216440632866590432e-01
2.469138276553106248e+00,5.147556228560007753e-08,5.765081468166614043e-01,9.218329639851955415e-01
2.473547094188377038e+00,6.602311350926854862e-08,5.766405971489197979e-01,9.220209311127499641e-01
2.477955911823647384e+00,8.550811238832755830e-08,5.767650970157069956e-01,9.222079676768624168e-01
2.482364729458917729e+00,1.036979499265092614e-07,5.769119102703568203e-01,9.223940807893773464e-01
2.486773547094188519e+00,1.188356886402613515e-07,5.770877598731302127e-01,9.225770620246125375e-01
2.491182364729458865e+00,1.376083112048044540e-07,5.773498706850629381e-01,9.227580822572535313e-01
2.495591182364729654e+00,1.640369056640038193e-07,5.777916402684191155e-01,9.229382250892106399e-01
2.500000000000000000e+00,1.954393263227701353e-07,5.781996510281994794e-01,9.231175079047496679e-01
